#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#TIC#, RA, DEC, Calibration Level, Mission, Observation ID, Target Name, RA, Dec, Start Time, Exposure Length, Waveband, Filters, Target Classification, Release Date, Instrument, Project, Distance (")
#@string, ra, dec, int, string, string, string, ra, dec, float, float, string, string, string, float, string, string, float
TIC#,RA,DEC,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_exptime,wavelength_region,filters,target_classification,t_obs_release,instrument_name,project,distance
TIC_408842743,297.75684873,10.41572013,1,HST,laa006y9q,HD187691-OFFSET-NE,297.7582234678,10.4151074023,55091.3636808218,30,UV,G285M,STAR;F3-F9,55091.70246514,COS/NUV,HST,2.91472452386264
TIC_408842743,297.75684873,10.41572013,1,HST,laa006yrq,HD187691-OFFSET-SW,297.7579734794,10.41496850702,55091.4236052431,166,UV,G285M,STAR;F3-F9,55091.70957168,COS/NUV,HST,2.34010970887302
TIC_408842743,297.75684873,10.41572013,1,HST,lbb808edq,HD187691,297.7581537346,10.41500944336,55424.7723577199,1,UV,G285M,STAR;F3-F9,55424.96618043,COS/NUV,HST,2.83665091750692
TIC_408842743,297.75684873,10.41572013,3,HST,lbb807050,HD187691,297.7581563353,10.41501887071,55339.840121794,76.032,UV,G225M,STAR;F3-F9,55339.93519663,COS/NUV,HST,2.95857482217075
TIC_408842743,297.75684873,10.41572013,3,HST,lbb809020,HD187691,297.7581553569,10.41499928492,55470.445681331,60,UV,G285M,STAR;F3-F9,55470.59116885,COS/NUV,HST,2.7466829658294
TIC_332064670,133.14921294,28.33082083,3,HST,obtl01040,55CANCRI,133.147330124,28.3300344085,55993.2820763079,3005.197,UV,G140M,STAR;EXTRA-SOLAR PLANETARY SYSTE,56024.5322106,STIS/FUV-MAMA,HST,1.00222299038909
TIC_332064670,133.14921294,28.33082083,3,HST,obtl01030,55CANCRI,133.147330175,28.3300344175,55993.2155714931,3005.160875,UV,G140M,STAR;EXTRA-SOLAR PLANETARY SYSTE,56024.46069447,STIS/FUV-MAMA,HST,1.00223815969751
TIC_332064670,133.14921294,28.33082083,3,HST,obtl02030,55CANCRI,133.1473098349,28.33002950287,56022.6762785532,3005.188375,UV,G140M,STAR;EXTRA-SOLAR PLANETARY SYSTE,56052.92899293,STIS/FUV-MAMA,HST,0
TIC_229137615,25.62214382,-53.74083096,3,HST,ld5b12010,HD-10647,25.62347351149,-53.74133227322,57822.2004564815,1920.352,UV,G130M,EXT-STAR;F3-F9,57822.58475682,COS/FUV,HST,0.54237143400269
TIC_332064670,133.14921294,28.33082083,1,HST,oden01tcq,-RHO-CNC,133.1465194368,28.32968835567,57911.8738004977,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58004.18745364,STIS/CCD,HST,1.96446977222268
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11ulq,55CNC,133.1482441318,28.33095751638,58115.6643223727,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91297453,STIS/CCD,HST,1.34696674301541
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01kuq,55CNC,133.1438481734,28.32845795413,59329.6221694444,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.66334486,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01llq,55CNC,133.1438481346,28.32845793431,59329.7053520486,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95537025,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11tsq,55CNC,133.1482441965,28.33095752051,58115.5811397801,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91325227,STIS/CCD,HST,1.34683416828532
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01mmq,55CNC,133.1438480808,28.32845790685,59329.8211972222,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95807861,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01mkq,55CNC,133.1438480837,28.32845790831,59329.8150398148,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95800917,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01ljq,55CNC,133.1438481374,28.32845793577,59329.6991946412,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95537025,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01ldq,55CNC,133.1438481446,28.32845793942,59329.6838012731,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.9553934,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01kwq,55CNC,133.1438481703,28.32845795255,59329.6283268519,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.66340273,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,3,HST,oeja01070,CCDFLAT,133.0986977379,28.40489814557,59329.841012037,50,Optical,G750L,,59329.9582638,STIS/CCD,HST,0.640511518805617
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01mnq,55CNC,133.1438480794,28.32845790612,59329.8242757292,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95797444,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11tbq,55CNC,133.1533921583,28.33481603099,58115.5293571759,368,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91259259,STIS/CCD,HST,2.33653947756171
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11txq,55CNC,133.1482441859,28.33095751984,58115.5947045949,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91337958,STIS/CCD,HST,1.34686416089452
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11taq,55CNC,133.1533921626,28.33481603126,58115.5239175579,368,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91245364,STIS/CCD,HST,2.33653947756171
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01n8q,55CNC,133.1438480502,28.32845789115,59329.887377581,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95818278,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01lzq,55CNC,133.1438481144,28.328457924,59329.7488590625,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95839117,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01kxq,55CNC,133.1438481689,28.32845795183,59329.6314053588,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.66344902,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01kvq,55CNC,133.1438481718,28.32845795328,59329.6252479514,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.6634143,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01msq,55CNC,133.1438480737,28.3284579032,59329.836590544,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95798602,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,1,HST,octx01v6q,-RHO-CNC,133.146690064,28.32976685421,57495.7652674421,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57860.97951382,STIS/CCD,HST,0.298489876398018
TIC_332064670,133.14921294,28.33082083,1,HST,oden01scq,-RHO-CNC,133.14651946,28.3296883948,57911.7413697569,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58003.99350688,STIS/CCD,HST,1.96454502250163
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11unq,55CNC,133.1482441265,28.33095751604,58115.6711049768,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91295138,STIS/CCD,HST,1.34697778325263
TIC_332064670,133.14921294,28.33082083,3,HST,oeja01010,CCDFLAT,133.0986978303,28.40489819277,59329.6419842593,50,Optical,G750L,,59329.67822908,STIS/CCD,HST,0.640506453542861
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01nbq,55CNC,133.1438480459,28.32845788896,59329.8966138889,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95799759,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01lgq,55CNC,133.1438481403,28.32845793723,59329.6930372338,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95534711,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01kzq,55CNC,133.143848166,28.32845795037,59329.6375627662,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.67822908,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11u1q,55CNC,133.1482441754,28.33095751916,58115.6082694097,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91313657,STIS/CCD,HST,1.34688467735521
TIC_332064670,133.14921294,28.33082083,1,HST,oden02y1q,-RHO-CNC,133.1465262373,28.3296958316,57885.4446560532,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57977.7255323,STIS/CCD,HST,1.02230161745354
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01ndq,55CNC,133.143848043,28.3284578875,59329.9027712963,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95809018,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01m0q,55CNC,133.1438481129,28.32845792327,59329.751937963,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95835644,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01m1q,55CNC,133.1438481115,28.32845792254,59329.7550164699,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95827537,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01mqq,55CNC,133.1438480765,28.32845790466,59329.8304331366,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95805546,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,1,HST,octx01u8q,-RHO-CNC,133.1466901304,28.32976688277,57495.6368185532,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57860.91122684,STIS/CCD,HST,0.298462022937119
TIC_332064670,133.14921294,28.33082083,1,HST,oden01tuq,-RHO-CNC,133.1465194252,28.32968833611,57911.940015706,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58004.18745364,STIS/CCD,HST,1.96443844766386
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11u0q,55CNC,133.148244178,28.33095751933,58115.6048779282,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91340273,STIS/CCD,HST,1.34687520109059
TIC_332064670,133.14921294,28.33082083,1,HST,odqf11t5q,55CNC,133.1464674925,28.32964980954,58115.5195823727,3,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91240735,STIS/CCD,HST,2.36914591243577
TIC_332064670,133.14921294,28.33082083,1,HST,octx03apq,-RHO-CNC,133.146686838,28.32976535887,57502.2653022338,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57867.60881941,STIS/CCD,HST,0.481797621457244
TIC_332064670,133.14921294,28.33082083,1,HST,oeja01ksq,55CNC,133.1459215655,28.32944554127,59329.6199523958,3,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.66340273,STIS/CCD,HST,0.647589688656936
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01m5q,55CNC,133.1438481058,28.32845791962,59329.7673312847,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95819435,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11uoq,55CNC,133.1482441239,28.33095751588,58115.6744960648,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91305555,STIS/CCD,HST,1.34698725938056
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01lkq,55CNC,133.143848136,28.32845793504,59329.7022734954,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95533553,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01liq,55CNC,133.1438481388,28.3284579365,59329.696116088,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95538183,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01lcq,55CNC,133.1438481462,28.32845794027,59329.680722419,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95532396,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01kyq,55CNC,133.1438481675,28.3284579511,59329.6344842593,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.66340273,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01m3q,55CNC,133.1438481087,28.32845792108,59329.7611738773,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95832167,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01n4q,55CNC,133.1438480547,28.32845789346,59329.8781416667,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95806704,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01ncq,55CNC,133.1438480445,28.32845788823,59329.8996923958,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95806704,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01mpq,55CNC,133.143848078,28.32845790539,59329.8273546296,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95797444,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01lxq,55CNC,133.143848116,28.32845792485,59329.7457805556,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95806704,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01mlq,55CNC,133.1438480823,28.32845790758,59329.8181183218,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95797444,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01mrq,55CNC,133.1438480751,28.32845790393,59329.833512037,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95829852,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,3,HST,obtl02040,55CANCRI,133.1473097948,28.33002948965,56022.7427829861,3005.196125,UV,G140M,STAR;EXTRA-SOLAR PLANETARY SYSTE,56052.9290045,STIS/FUV-MAMA,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01m4q,55CNC,133.1438481072,28.32845792035,59329.7642527778,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95835644,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01mjq,55CNC,133.1438480853,28.32845790916,59329.8119609144,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95831009,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,3,HST,obtl02020,55CANCRI,133.1473098749,28.33002951608,56022.6097507755,3005.18575,UV,G140M,STAR;EXTRA-SOLAR PLANETARY SYSTE,56052.92896978,STIS/FUV-MAMA,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01n6q,55CNC,133.143848053,28.32845789261,59329.8812201736,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95843746,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01lfq,55CNC,133.1438481417,28.32845793796,59329.6899586806,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95533553,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01naq,55CNC,133.1438480473,28.32845788969,59329.8935349884,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95799759,STIS/CCD,HST,0
TIC_1277142191,258.83659854,-26.60169922,3,HST,o4wf01020,HD155886,258.8368156588,-26.60137087136,51461.2520976505,767,UV,E230H,STAR;K V-IV;;ISM;HI CLOUD,54079.43976848,STIS/NUV-MAMA,HST,1.55885449357224
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01m6q,55CNC,133.1438481044,28.32845791889,59329.7704101852,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95803231,STIS/CCD,HST,0
TIC_1277142191,258.83659854,-26.60169922,3,HST,o4wf01010,HD155886,258.8368156581,-26.60137086082,51461.2396320949,720,UV,E230H,STAR;K V-IV;;ISM;HI CLOUD,54079.35275469,STIS/NUV-MAMA,HST,1.55888671293049
TIC_389853353,191.24752068,39.27891615,3,HST,o62u09010,HD110897,191.2473012072,39.27899059232,52260.7454857639,1907,UV,E230M,STAR;G V-IV,54063.10909724,STIS/NUV-MAMA,HST,0.55874024011671
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01n9q,55CNC,133.1438480487,28.32845789042,59329.8904564815,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95809018,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11ugq,55CNC,133.1482441423,28.33095751705,58115.6507575579,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91324069,STIS/CCD,HST,1.3469462265841
TIC_332064670,133.14921294,28.33082083,2,HST,oeja01n7q,55CNC,133.1438480516,28.32845789188,59329.8842990741,192,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,59329.95844904,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,3,HST,oeja01050,CCDFLAT,133.0986977686,28.40489816127,59329.7748312847,50,Optical,G750L,,59329.95812491,STIS/CCD,HST,0.640497164209406
TIC_1277142191,258.83659854,-26.60169922,3,HST,o4wf01030,HD155886,258.8368156612,-26.60137090672,51461.2939376505,8769,UV,E140H,STAR;K V-IV;;ISM;HI CLOUD,54079.53487266,STIS/FUV-MAMA,HST,1.51261328012676
TIC_1277142191,258.83659854,-26.60169922,1,HST,o4wf01u2q,HD155886,258.8368156578,-26.60137085697,51461.2360491551,1,Optical,G430M,STAR;K V-IV;;ISM;HI CLOUD,54079.89542815,STIS/CCD,HST,1.5589189324853
TIC_332064670,133.14921294,28.33082083,3,HST,oco514040,55-CANCRI,133.1468335687,28.32982646946,57152.6205665509,1476,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57152.71032395,STIS/CCD,HST,0
TIC_259237827,293.08995921,69.66117661,2,HST,o6h05tbhq,HD185144,293.0907869147,69.66006640338,52238.2542103819,1.5,Optical,G430L,STAR,52238.98322907,STIS/CCD,HST,0.753277208157997
TIC_259237827,293.08995921,69.66117661,3,HST,o6h05t010,HD185144,293.0907942249,69.66021222583,52238.2479140856,155.2,UV,G230LB,STAR,52239.05609948,STIS/CCD,HST,0.752729704209726
TIC_332064670,133.14921294,28.33082083,3,HST,oco514030,55-CANCRI,133.1468335927,28.3298264869,57152.5542820949,1476,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57152.70944436,STIS/CCD,HST,0
TIC_1277142191,258.83659854,-26.60169922,1,HST,o4wf01u1q,HD155886,258.8368156576,-26.60137085391,51461.23421875,1,Optical,G430M,STAR;K V-IV;;ISM;HI CLOUD,54079.81193271,STIS/CCD,HST,1.5589189324853
TIC_259237827,293.08995921,69.66117661,3,HST,o6h05t020,HD185144,293.0907869079,69.66006640792,52238.2504837153,155.2,UV,G230LB,STAR,52239.05903937,STIS/CCD,HST,0.753200164778364
TIC_46125330,93.71198477,19.1564479,3,HST,o6h06m020,HD043042,93.71207040862,19.15643496958,52240.2294189005,91.4,UV,G230LB,STAR,52240.4833334,STIS/CCD,HST,0.361319320059123
TIC_259237827,293.08995921,69.66117661,2,HST,o6h05tbkq,HD185144,293.090786927,69.66006639514,52238.2570577893,1.1,Optical,G750L,STAR,52238.97710644,STIS/CCD,HST,0.753290378844888
TIC_46125330,93.71198477,19.1564479,3,HST,o6h06m070,CCDFLAT,93.77171248629,19.09083627293,52240.2360277778,10,Optical,G750L,,52240.48234959,STIS/CCD,HST,0.361195472633525
TIC_332064670,133.14921294,28.33082083,3,HST,oco513010,55-CANCRI,133.1469629469,28.32984902621,56960.9015578704,1008,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,56961.46923611,STIS/CCD,HST,0
TIC_46125330,93.71198477,19.1564479,2,HST,o6h06migq,HD043042,93.71194561469,19.15634911413,52240.2347081829,2.2,Optical,G750L,STAR,52240.4735417,STIS/CCD,HST,0.361866118507819
TIC_389853353,191.24752068,39.27891615,1,HST,o62u09e2q,HD110897,191.2473012083,39.27899059113,52260.7419742708,0.2,Optical,G430M,STAR;G V-IV,54063.34682872,STIS/CCD,HST,0.55874024011671
TIC_46125330,93.71198477,19.1564479,2,HST,o6h06mifq,HD043042,93.71194561479,19.15634911418,52240.2329837153,2.3,Optical,G430L,STAR,52240.47541666,STIS/CCD,HST,0.361866118507819
TIC_332064670,133.14921294,28.33082083,3,HST,oco514010,55-CANCRI,133.1468336379,28.32982651969,57152.4310413542,1008,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57152.70770824,STIS/CCD,HST,0
TIC_46125330,93.71198477,19.1564479,2,HST,o6h06mieq,HD043042,93.71207040816,19.15643496935,52240.2324048264,2.3,Optical,G430L,STAR,52240.4736111,STIS/CCD,HST,0.361385170576061
TIC_332064670,133.14921294,28.33082083,3,HST,obtl01010,55CANCRI,133.1473302696,28.33003443413,55993.0941248495,2040.06925,UV,G140M,STAR;EXTRA-SOLAR PLANETARY SYSTE,56024.27399304,STIS/FUV-MAMA,HST,1.00227350720396
TIC_259237827,293.08995921,69.66117661,2,HST,o6h05tbjq,HD185144,293.0907942485,69.66021221003,52238.2564907407,1.1,Optical,G750L,STAR,52238.98171286,STIS/CCD,HST,0.75282014080622
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11tzq,55CNC,133.1482441807,28.3309575195,58115.6014868056,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91334486,STIS/CCD,HST,1.34686416089452
TIC_259237827,293.08995921,69.66117661,3,HST,o6h05t070,CCDFLAT,292.8425477405,69.65445242307,52238.257787037,10,Optical,G750L,,52239.05788195,STIS/CCD,HST,0.752356581374659
TIC_373694425,26.93681015,63.85250306,2,HST,o8ru3qk2q,HD010780,26.93877314069,63.85226046523,53171.2142738079,4.1,Optical,G750L,STAR,53171.74162024,STIS/CCD,HST,2.32635144768323
TIC_332064670,133.14921294,28.33082083,3,HST,oco513040,55-CANCRI,133.1469628711,28.32984900544,56961.0893585995,1224,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,56961.47196761,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,ocr7ltamq,HD075732,133.1469723148,28.32985245592,56967.5442660069,530.8,UV,G230LB,STAR;UNDESIGNATED,56968.05704856,STIS/CCD,HST,0.460570827373271
TIC_332064670,133.14921294,28.33082083,3,HST,obtl02010,55CANCRI,133.1473099075,28.33002952682,56022.5573778125,2040.186375,UV,G140M,STAR;EXTRA-SOLAR PLANETARY SYSTE,56052.92896978,STIS/FUV-MAMA,HST,0
TIC_332064670,133.14921294,28.33082083,2,HST,ocr7ltatq,HD075732,133.1471084119,28.32992271803,56967.5634097222,3.1,Optical,G750L,STAR;UNDESIGNATED,56968.05787038,STIS/CCD,HST,0.330951926741521
TIC_46125330,93.71198477,19.1564479,2,HST,o6h06mihq,HD043042,93.71207040691,19.15643496875,52240.235287037,2.2,Optical,G750L,STAR,52240.47209492,STIS/CCD,HST,0.361385170576061
TIC_332064670,133.14921294,28.33082083,3,HST,oco513020,55-CANCRI,133.1469629243,28.32984902001,56960.9565578704,1224,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,56961.46993061,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,3,HST,oco513030,55-CANCRI,133.1469628977,28.32984901272,56961.0229582523,1224,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,56961.47128478,STIS/CCD,HST,0
TIC_332064670,133.14921294,28.33082083,1,HST,octx03b5q,-RHO-CNC,133.1466868108,28.32976534529,57502.3234852199,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57867.65262728,STIS/CCD,HST,0.481806580219887
TIC_332064670,133.14921294,28.33082083,1,HST,oden02x1q,-RHO-CNC,133.1465262831,28.32969586691,57885.3121560532,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57977.72603004,STIS/CCD,HST,1.02233057203417
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11tvq,55CNC,133.1482441912,28.33095752017,58115.5879219907,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.9134143,STIS/CCD,HST,1.34684364447089
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11tdq,55CNC,133.1534022102,28.33480560618,58115.5407460648,368,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91268518,STIS/CCD,HST,1.32246906865213
TIC_332064670,133.14921294,28.33082083,1,HST,octx03ckq,-RHO-CNC,133.1466867483,28.32976531395,57502.4560081829,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57867.71680548,STIS/CCD,HST,0.481792520195115
TIC_332064670,133.14921294,28.33082083,1,HST,octx03d2q,-RHO-CNC,133.146686717,28.32976529827,57502.5222700231,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57867.72674759,STIS/CCD,HST,0.48179052892654
TIC_332064670,133.14921294,28.33082083,1,HST,oden01rwq,-RHO-CNC,133.1465194709,28.32968841297,57911.6791704861,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58003.9794328,STIS/CCD,HST,1.96458264766105
TIC_332064670,133.14921294,28.33082083,2,HST,odqf11umq,55CNC,133.1482441292,28.33095751621,58115.6677138542,218.1,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,58115.91306712,STIS/CCD,HST,1.34697778325263
TIC_332064670,133.14921294,28.33082083,1,HST,octx03c1q,-RHO-CNC,133.1466867795,28.32976532962,57502.3897466782,1,Optical,G430L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57867.71302073,STIS/CCD,HST,0.481789013792801
TIC_332064670,133.14921294,28.33082083,3,HST,odqf11070,CCDFLAT,133.2097546424,28.26396465411,58115.6792297801,50,Optical,G750L,,58115.9131944,STIS/CCD,HST,2.37619934658648
TIC_389853353,191.24752068,39.27891615,1,HST,o62u09e1q,HD110897,191.2473012092,39.27899059019,52260.7401998032,0.2,Optical,G430M,STAR;G V-IV,54063.27228007,STIS/CCD,HST,0.55874024011671
TIC_332064670,133.14921294,28.33082083,3,HST,oco515010,55-CANCRI,133.1468298405,28.32982331728,57164.228831331,1008,Optical,G750L,STAR;EXTRA-SOLAR PLANETARY SYSTE,57165.07910877,STIS/CCD,HST,0.18198383510561
